/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00043.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00043.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00044.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00044.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00045.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00045.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00046.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00046.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00047.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00047.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00048.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00048.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00049.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00049.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00050.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00050.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00051.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00051.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00052.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00052.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00053.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00053.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00054.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00054.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00055.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00055.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00056.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00056.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00057.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00057.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00058.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00058.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00059.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00059.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00060.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00060.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00061.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00061.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00062.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00062.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00063.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00063.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00064.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00064.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00065.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00065.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00066.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00066.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00067.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00067.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00068.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00068.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00069.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00069.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00070.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00070.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00071.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00071.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00072.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00072.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00073.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00073.npy
/home/lxh/cyclegan/image_processing/data/image/photo/npyfile/00074.npy,/home/lxh/cyclegan/image_processing/data/image/sketchs/npyfile/00074.npy
